date,BTC_Price,BTC_network_hashrate,Difficulty_BTC,Estimated_TX_Volume_USD_BTC,Gold_in_USD,Litecoin_Price,DJI
22/07/2014,622.27,123236.3978,17336316979,66301035,1310.25,8.59,17113.53906
21/07/2014,623.95,128407.1557,17336316979,50291603,1311.5,8.46,17051.73047
18/07/2014,622.37,137025.0856,17336316979,50696974,1307.25,8.66,17100.17969
17/07/2014,616.54,147366.6015,17336316979,44694593,1302.5,8.33,16976.81055
16/07/2014,622.01,142195.8436,17336316979,66491033,1301,8.56,17138.19922
15/07/2014,620,118927.4328,17336316979,41867255,1310,8.62,17060.67969
14/07/2014,626.56,124959.9838,17336316979,39773995,1306,8.9,17055.41992
11/07/2014,616.66,125407.5374,16818461371,45523061,1335,7.8,16943.81055
10/07/2014,624.83,128751.7384,16818461371,46194573,1340.25,7.78,16915.07031
09/07/2014,625.22,132931.9897,16818461371,55825336,1322.75,7.77,16985.60938
08/07/2014,622.57,135440.1404,16818461371,57967072,1323,7.58,16906.61914
07/07/2014,635.46,116210.9847,16818461371,38672026,1313,7.1,17024.21094
03/07/2014,650.77,111194.6832,16818461371,56230454,1317.5,8.07,17068.25977
02/07/2014,641.04,116210.9847,16818461371,70378228,1326.5,7.98,16976.24023
01/07/2014,641.39,115374.9344,16818461371,89902459,1327.5,8.96,16956.07031
30/06/2014,602.62,104506.2812,16818461371,53399280,1315,8.97,16826.59961
27/06/2014,581.3,125145.7271,13462580115,40507566,1317.5,9.09,16851.83984
26/06/2014,566.14,114438.0713,13462580115,64083057,1311.75,9.2,16846.13086
25/06/2014,581.81,124476.4987,13462580115,59876020,1316.75,9.61,16867.50977
24/06/2014,593.97,132507.2405,13462580115,130567463,1318.5,9.73,16818.13086
23/06/2014,602.16,105738.101,13462580115,48571764,1313.5,9.77,16937.25977
20/06/2014,597.4,123807.2702,13462580115,41117791,1312.5,10,16947.08008
19/06/2014,608.07,101053.5016,13462580115,48074149,1293,9.68,16921.46094
18/06/2014,609.77,113768.8429,13462580115,51361498,1269.75,9.67,16906.61914
17/06/2014,591.59,104027.0031,11756551917,42215599,1267.5,9.68,16808.49023
16/06/2014,592.65,118637.5372,11756551917,49711134,1276.25,9.96,16781.00977
13/06/2014,585.7,98182.78944,11756551917,176510642,1273,10.16,16775.74023
12/06/2014,633.43,90585.31168,11756551917,90337283,1265.75,10.93,16734.18945
11/06/2014,653.19,85325.51939,11756551917,94110214,1262,11.1,16843.88086
10/06/2014,650.04,103442.5817,11756551917,112205327,1259.5,11.21,16945.91992
09/06/2014,655.64,79481.30574,11756551917,34774064,1253.5,11.27,16943.09961
06/06/2014,659.28,86494.36212,11756551917,66893782,1247.5,11.3,16924.2793
05/06/2014,641.07,75364.71675,10455720139,63721940,1252.5,11.04,16836.10938
04/06/2014,666.77,95115.47011,10455720139,66164960,1245.25,11.47,16737.5293
03/06/2014,660.55,97714.25344,10455720139,84081482,1242.75,11.36,16722.33984
02/06/2014,629.65,93036.44344,10455720139,55263584,1247.25,11.15,16743.63086
30/05/2014,568.18,84720.33676,10455720139,64969710,1250.5,10.78,16717.16992
29/05/2014,576.33,68088.12341,10455720139,45401397,1255,11.01,16698.74023
28/05/2014,571.91,91996.9301,10455720139,81882997,1263.5,11.16,16633.17969
27/05/2014,582.59,67048.61008,10455720139,67580046,1275.5,11.55,16675.5
23/05/2014,525.72,69536.70248,8853416309,64993979,1291.5,10.65,16606.26953
22/05/2014,492.05,73497.65388,8853416309,55019591,1298.5,10.58,16543.08008
21/05/2014,485.8,78338.81671,8853416309,52751556,1287.25,10.6,16533.06055
20/05/2014,446.3,78778.92242,8853416309,59888248,1295.5,10.3,16374.30957
19/05/2014,446.08,77898.711,8853416309,31446950,1302,10.34,16511.85938
16/05/2014,447.39,80099.23956,8853416309,34513674,1291.5,10.48,16491.31055
15/05/2014,444.14,73057.54817,8853416309,45902853,1299,10.43,16446.81055
14/05/2014,440.59,66015.85678,8853416309,48349758,1305.25,10.41,16613.9707
13/05/2014,441.53,74817.97102,8853416309,36846458,1296.5,10.42,16715.43945
12/05/2014,438.3,69096.59676,8853416309,30211908,1298.75,10.34,16695.4707
09/05/2014,440.18,66022.43485,8000872136,36304065,1291.25,10.42,16583.33984
08/05/2014,438.68,62045.17974,8000872136,35665962,1287,10.51,16550.9707
07/05/2014,429.34,64829.25832,8000872136,48178380,1296,10.34,16518.53906
06/05/2014,433.36,73976.94507,8000872136,31741831,1306.25,10.21,16401.01953
05/05/2014,434.78,49715.68889,8000872136,27006284,1281.25,10.31,16530.55078
02/05/2014,457.36,67613.3369,8000872136,30820826,1281.25,11.13,16512.89063
01/05/2014,447.63,66817.88587,8000872136,34726960,1278.5,10.93,16558.86914
30/04/2014,446.89,58067.92463,8000872136,44103451,1288.5,10.4,16580.83984
29/04/2014,439.98,54813.38367,6978842650,43152464,1297.75,10.12,16535.36914
28/04/2014,430.72,57588.74487,6978842650,46745164,1299,9.79,16448.74023
25/04/2014,500.09,56894.90457,6978842650,57255580,1301.25,12.54,16361.45996
24/04/2014,490.83,50997.26202,6978842650,37114163,1291.5,12.14,16501.65039
23/04/2014,488.36,60711.02622,6978842650,57844227,1285.25,12.04,16501.65039
22/04/2014,495.45,53425.70307,6978842650,41304401,1286.75,12.5,16514.36914
21/04/2014,497.74,61404.86652,6978842650,68262812,1299,12.56,16449.25
17/04/2014,529.07,60364.10607,6978842650,66040408,1299,13.42,16408.53906
16/04/2014,522.18,45327.77186,6119726089,86171062,1301.5,13.3,16424.84961
15/04/2014,458.37,59321.58062,6119726089,60349096,1298,11.46,16262.55957
14/04/2014,414.83,55366.80858,6119726089,46601503,1325.75,10.39,16173.24023
11/04/2014,363.71,45327.77186,6119726089,86855660,1318,8.42,16026.75
10/04/2014,442.26,53237.31594,6119726089,89536231,1320.5,11.19,16170.21973
09/04/2014,453.18,44110.91892,6119726089,39205732,1301.75,11.38,16437.17969
08/04/2014,447.61,47457.2645,6119726089,48957258,1309.5,11.21,16256.13965
07/04/2014,461.47,44415.13216,6119726089,36774851,1299,11.66,16245.87012
04/04/2014,445.66,50027.37037,5006860589,58176471,1297.25,11.07,16412.71094
03/04/2014,436.44,51769.6171,5006860589,67793531,1284,11.26,16572.55078
02/04/2014,479.14,46045.09213,5006860589,53391233,1292,13.09,16573
01/04/2014,457,44551.73779,5006860589,59045962,1283.75,12.77,16532.60938
31/03/2014,462.3,41813.9215,5006860589,55749218,1291.75,13.15,16457.66016
28/03/2014,477.14,45547.30735,5006860589,85826500,1294.75,12.66,16323.05957
27/03/2014,580.26,41565.02911,5006860589,83614198,1296,16.28,16264.23047
26/03/2014,583.48,39324.9976,5006860589,46966514,1304,16.29,16268.99023
25/03/2014,585.03,37582.75087,5006860589,51866136,1313.5,16.23,16367.87988
24/03/2014,562.51,42044.61628,4250217920,46027817,1310.75,15.3,16276.69043
21/03/2014,588.29,38241.58566,4250217920,58137757,1336,16.4,16302.76953
20/03/2014,609.74,35283.67296,4250217920,81945774,1327,17.17,16331.04981
19/03/2014,613.9,32748.31921,4250217920,73064040,1338,19.45,16222.16992
18/03/2014,621.84,30635.52442,4250217920,55440433,1355.75,17.29,16336.19043
17/03/2014,630.92,37607.74722,4250217920,47725346,1378.5,17.35,16247.21973
14/03/2014,638.14,29367.84755,4250217920,140788486,1385,17,16065.66992
13/03/2014,633.62,35706.23191,4250217920,232498993,1368.75,17.16,16108.88965
12/03/2014,631.91,31866.35069,3815723799,191983433,1366,16.1,16340.08008
11/03/2014,627.95,31866.35069,3815723799,209103644,1346.25,16.01,16351.25
10/03/2014,636.33,31297.30871,3815723799,335365185,1344,15.98,16418.67969
06/03/2014,664.52,30728.26674,3815723799,80932841,1345.25,16.38,16421.89063
05/03/2014,666.24,30538.58608,3815723799,84472040,1337,16.99,16360.17969
04/03/2014,668.24,26365.61158,3815723799,130586369,1334.75,14.29,16395.88086
03/03/2014,562.56,26934.65356,3815723799,89976519,1349.5,12.78,16168.03027
28/02/2014,579.7,35659.96387,3815723799,71850164,1326.5,14.29,16321.70996
27/02/2014,581.65,28314.09059,3129573175,86979357,1332.25,14.26,16272.65039
26/02/2014,537.04,28158.51867,3129573175,78051369,1331.75,13.8,16198.41016
25/02/2014,540.24,26447.22748,3129573175,140332169,1339,14.5,16179.66016
24/02/2014,606.04,28314.09059,3129573175,90670244,1334.75,15.42,16207.13965
21/02/2014,556.88,26136.08362,3129573175,62632626,1323.25,13.98,16103.29981
20/02/2014,623.09,26602.7994,3129573175,57574083,1316.25,15.7,16133.23047
19/02/2014,625.97,29714.23793,3129573175,53670749,1320.5,15.56,16040.55957
18/02/2014,627.16,25980.5117,3129573175,73726238,1320.75,15.47,16130.40039
14/02/2014,601.17,24889.34793,2621404453,96607239,1320,15.37,16154.38965
13/02/2014,651.08,23455.92999,2621404453,51260221,1296,16.93,16027.58984
12/02/2014,672.38,21761.8906,2621404453,67142256,1289.5,17.41,15963.94043
11/02/2014,683.5,21761.8906,2621404453,92174104,1282,17.76,15994.76953
10/02/2014,681.32,19937.54049,2621404453,80274582,1277,18.3,15801.79004
07/02/2014,783.2,21501.26916,2621404453,110845030,1259.25,19.9,15794.08008
06/02/2014,815.59,21761.8906,2621404453,164571017,1256.5,20.86,15628.53027
05/02/2014,829.96,22283.13349,2621404453,111647129,1254.5,21.53,15440.23047
04/02/2014,823.77,18430.59399,2193847870,84175036,1250.25,21.9,15445.24023
03/02/2014,824.08,21157.01322,2193847870,47583167,1262,22.37,15372.79981
31/01/2014,818.43,20066.44552,2193847870,52245602,1251,21.65,15698.84961
30/01/2014,826.02,17449.08306,2193847870,73260237,1242.5,21.91,15848.61035
29/01/2014,809.96,17230.96953,2193847870,55425036,1264,21.42,15738.79004
28/01/2014,774.02,18103.42368,2193847870,109368085,1251.25,20.12,15928.55957
24/01/2014,822.43,21375.12675,2193847870,103284815,1267,22.3,15879.11035
08/01/2014,795.99,13891.07925,1418481395,113804404,1221,22.84,16462.74023
26/12/2013,683.94,10508.01787,1180923195,67082728,1199,21.65,16479.88086
24/12/2013,672.36,9744.865734,1180923195,83190871,1199,17.81,16357.54981
23/12/2013,613.06,9333.937661,1180923195,85126859,1199,16.74,16294.61035
20/12/2013,694.22,9121.181991,908350862.4,132627443,1195.25,19.85,16221.13965
19/12/2013,519.06,9753.343119,908350862.4,157726334,1196,13.43,16179.08008
18/12/2013,678.2,9482.416921,908350862.4,197594224,1230.5,21.85,16167.96973
27/11/2013,923.85,5029.393026,609482679.9,317679101,1245,19.91,16097.33008
26/11/2013,805.73,4968.79793,609482679.9,240113213,1247.5,12.38,16072.79981
25/11/2013,773.02,5453.558703,609482679.9,140067968,1243,10.32,16072.54004
21/11/2013,594.32,4484.037156,609482679.9,198846547,1240,8.01,16009.99023
20/11/2013,577.98,4938.500381,609482679.9,189981706,1257,7.96,15900.82031
19/11/2013,712.76,4696.119995,609482679.9,236770803,1275.75,9.42,15967.03027
18/11/2013,496.58,4968.79793,609482679.9,183156028,1283.5,4.13,15976.01953
15/11/2013,419.41,4139.948171,510929738,97870794,1287.25,4.27,15961.7002
14/11/2013,406.41,4292.338902,510929738,116172520,1286,4.11,15876.21973
13/11/2013,360.97,4774.909547,510929738,87048365,1272.5,4.02,15821.62988
12/11/2013,343.06,4800.308002,510929738,80529524,1281.25,4.01,15750.66992
11/11/2013,325.41,4952.698733,510929738,60555075,1282.5,3.91,15783.09961
08/11/2013,297.85,3377.99452,510929738,105554624,1285.5,4.38,15761.78027
07/11/2013,261.68,3911.362076,510929738,83843663,1307.25,3.36,15593.98047
06/11/2013,244.78,4114.549716,510929738,66303724,1319,3.04,15746.87988
05/11/2013,229.21,3303.639825,390928787.6,87485395,1307.25,3.08,15618.21973
04/11/2013,214.66,3886.635088,390928787.6,44225105,1320.5,2.9,15639.12012
01/11/2013,203.9,3692.303334,390928787.6,30585801,1306.75,2.34,15615.54981
31/10/2013,199.83,4061.533667,390928787.6,30015321,1324,2.28,15545.75
30/10/2013,204.39,3808.902386,390928787.6,33905628,1354.75,2.13,15618.75977
29/10/2013,198.55,3051.008544,390928787.6,56466616,1349.25,2.17,15680.34961
28/10/2013,196.21,3478.538404,390928787.6,23040191,1361,2.13,15568.92969
25/10/2013,197.69,3194.158224,267731249.5,59153404,1347.75,2.29,15570.28027
24/10/2013,214.3,2781.579453,267731249.5,49099293,1344.75,2.06,15509.20996
23/10/2013,193.36,2808.197439,267731249.5,48435641,1331.25,1.7,15413.33008
22/10/2013,182.65,3313.939157,267731249.5,65660979,1333,1.82,15467.66016
21/10/2013,174.8,2675.107513,267731249.5,30979595,1317.5,1.93,15392.2002
18/10/2013,146.37,2302.45572,267731249.5,23370691,1316.5,1.92,15399.65039
17/10/2013,142.41,2382.309675,267731249.5,25606096,1319.25,1.92,15371.65039
16/10/2013,145.65,2914.669379,267731249.5,29272418,1273.5,1.97,15373.83008
15/10/2013,140.77,2333.487041,189281249.3,25180562,1270.5,2.06,15168.00977
14/10/2013,139.27,2427.57926,189281249.3,23663367,1285.5,2.15,15301.25977
11/10/2013,130.75,1665.432283,189281249.3,20022201,1265.5,2.03,15237.11035
10/10/2013,130.67,1834.798278,189281249.3,19987068,1298.5,1.93,15126.07031
09/10/2013,125.85,1721.887615,189281249.3,22600153,1304,1.98,14802.98047
08/10/2013,126.74,1467.838622,189281249.3,16450364,1329.5,2.1,14776.53027
07/10/2013,129.43,1439.610956,189281249.3,22147123,1323.5,2.17,14936.24023
04/10/2013,123.41,1316.815974,148819199.8,18930821,1309.75,2.18,15072.58008
03/10/2013,114.45,1538.75125,148819199.8,39333168,1316,1.98,14996.48047
02/10/2013,132.05,1279.826761,148819199.8,30243868,1306.25,2.42,15133.13965
01/10/2013,132.68,1449.977139,148819199.8,28385075,1290.75,2.34,15191.7002
30/09/2013,137.15,1213.246178,148819199.8,17858428,1326.5,2.3,15129.66992
27/09/2013,128.94,1302.020289,148819199.8,20570062,1341,2.4,15258.24023
26/09/2013,128.21,1265.031076,148819199.8,19907594,1333,2.37,15328.29981
25/09/2013,127.38,1583.138305,148819199.8,22296216,1322.75,2.47,15273.25977
24/09/2013,126.05,1125.3579,112628548.7,26370038,1314.25,2.47,15334.58984
23/09/2013,128.98,1237.33381,112628548.7,19845271,1323,2.53,15401.37988
20/09/2013,129.7,1080.567536,112628548.7,18543950,1349.25,2.61,15451.08984
19/09/2013,131.37,1091.765127,112628548.7,27283020,1365.5,2.55,15636.54981
18/09/2013,131.71,845.4181239,112628548.7,20504733,1301,2.6,15676.94043
17/09/2013,131.59,990.9868074,112628548.7,17593089,1312.25,2.63,15529.73047
16/09/2013,130.86,946.1964433,112628548.7,15807935,1324,2.65,15494.78027
13/09/2013,132.83,907.5073882,86933017.77,17487264,1318.5,2.69,15376.05957
12/09/2013,135.55,898.8644607,86933017.77,19081844,1328,2.75,15300.63965
11/09/2013,125.89,868.6142144,86933017.77,17480102,1363.75,2.64,15326.59961
10/09/2013,127.27,803.7922581,86933017.77,18426068,1358.25,2.73,15191.05957
09/09/2013,121.86,834.0425044,86933017.77,15359356,1390,2.73,15063.12012
06/09/2013,126.49,821.0781131,86933017.77,16094489,1387,2.78,14922.5
05/09/2013,126.76,704.3985918,86933017.77,25503578,1385,2.82,14937.48047
04/09/2013,136.53,751.934693,86933017.77,24707681,1390,2.6,14930.87012
03/09/2013,135.61,604.6638454,65750060.15,21059813,1399.5,2.55,14833.95996
30/08/2013,122.35,634.0799243,65750060.15,19897419,1394.75,2.54,14810.30957
29/08/2013,122.62,647.1537372,65750060.15,26852781,1407.75,2.54,14840.9502
28/08/2013,126.48,545.8316874,65750060.15,23599317,1419.5,2.58,14824.50977
27/08/2013,120.07,562.1739535,65750060.15,22789346,1419.25,2.57,14776.12988
26/08/2013,122.11,532.7578746,65750060.15,15758636,1377.5,2.58,14946.45996
23/08/2013,122,543.0460656,50810339.05,18379588,1377.5,2.78,15010.50977
22/08/2013,123.3,525.365496,50810339.05,19417003,1375.5,2.69,14963.74023
21/08/2013,121.21,520.3139047,50810339.05,21477614,1363,2.77,14897.54981
20/08/2013,119,457.1690134,50810339.05,21774465,1372.5,2.82,15002.99023
19/08/2013,113.38,449.5916264,50810339.05,18536956,1365,2.8,15010.74023
16/08/2013,110,434.4368525,50810339.05,15799075,1369.25,2.76,15081.46973
15/08/2013,112.56,421.8078742,50810339.05,18697134,1329.75,2.74,15112.19043
14/08/2013,109.56,388.9725307,50810339.05,18877399,1326.5,2.76,15337.66016
13/08/2013,106.99,484.9527656,50810339.05,27791508,1328.5,2.66,15451.00977
12/08/2013,105,425.6662275,37392766.14,23274506,1341,2.69,15419.67969
09/08/2013,103.07,386.6313333,37392766.14,14108629,1309,2.71,15425.50977
08/08/2013,106.75,375.4785063,37392766.14,15173289,1298.25,2.75,15498.32031
07/08/2013,106.75,327.1495897,37392766.14,15577018,1282.5,2.82,15470.66992
06/08/2013,106.72,351.314048,37392766.14,17336173,1280.5,2.84,15518.74023
05/08/2013,105.12,356.8904615,37392766.14,16579173,1304.75,3,15612.12988
02/08/2013,104.86,295.2204697,31256960.73,17227543,1309.25,2.94,15658.36035
01/08/2013,106.21,287.4515099,31256960.73,24802510,1315,2.87,15628.01953
31/07/2013,107.95,309.2045972,31256960.73,27961402,1314.5,3,15499.54004
30/07/2013,101.49,287.4515099,31256960.73,17436599,1324.15,2.97,15520.58984
29/07/2013,98.6,257.929463,31256960.73,18173521,1329.75,2.94,15521.96973
26/07/2013,96.95,276.5749663,31256960.73,19630098,1331,2.98,15558.83008
25/07/2013,94.5,212.8694965,31256960.73,17564335,1326,2.95,15555.61035
24/07/2013,95.56,239.2839596,31256960.73,22100556,1335,2.99,15542.24023
23/07/2013,91.6,225.2998321,31256960.73,29454766,1333.5,2.89,15567.74023
22/07/2013,92,279.6825502,31256960.73,20691538,1327,2.95,15545.54981
19/07/2013,90.07,219.7952492,26162875.68,26606654,1295.75,2.88,15543.74023
18/07/2013,98.5,223.69694,26162875.68,29876056,1283.25,3.15,15548.54004
17/07/2013,96.71,219.7952492,26162875.68,35799465,1297.25,3.08,15470.51953
16/07/2013,98.89,213.2924311,26162875.68,21760731,1291.5,3,15451.84961
15/07/2013,93.61,222.3963764,26162875.68,14831969,1284.75,2.87,15484.25977
12/07/2013,88.98,214.5929947,26162875.68,32207761,1279.75,2.72,15464.29981
11/07/2013,88,249.7082121,26162875.68,17778704,1285,2.84,15460.91992
10/07/2013,76.72,181.3600287,21335329.11,25504393,1256,2.61,15291.66016
09/07/2013,76,213.1775775,21335329.11,24266100,1255.5,2.58,15300.33984
08/07/2013,76.5,197.2688031,21335329.11,14716112,1235.25,2.71,15224.69043
05/07/2013,79.99,187.7235384,21335329.11,23177973,1212.75,2.71,15135.83984
03/07/2013,90.4,185.6023685,21335329.11,21960742,1250,2.85,14988.37012
02/07/2013,88.05,166.5118392,21335329.11,23261977,1252.5,2.95,14932.41016
01/07/2013,97.51,162.2694993,21335329.11,19434641,1242.75,3.01,14974.95996
28/06/2013,101.74,161.5084369,19339258.27,16447575,1192,3.04,14909.59961
27/06/2013,104,159.5857174,19339258.27,14300350,1232.75,2.88,15024.49023
26/06/2013,103.33,181.6969915,19339258.27,16456972,1236.25,2.81,14910.13965
25/06/2013,102.09,142.281242,19339258.27,15094760,1279,2.85,14760.30957
24/06/2013,107.9,137.4744433,19339258.27,15989758,1286.75,3.13,14659.55957
21/06/2013,111.29,166.3152356,19339258.27,20329679,1295.25,2.33,14799.40039
20/06/2013,108.25,140.3585225,19339258.27,16649067,1292.5,2.3,14758.32031
19/06/2013,107.05,120.1699679,19339258.27,15008169,1372.75,2.3,15112.19043
18/06/2013,101.95,140.3585225,19339258.27,15606642,1366.75,2.28,15318.23047
17/06/2013,99.9,148.0494004,19339258.27,11990898,1384.75,2.14,15179.84961
14/06/2013,103.95,133.4307558,15605632.68,19223868,1391.25,2.27,15070.17969
13/06/2013,108.78,149.7217202,15605632.68,14604166,1385,2.4,15176.08008
12/06/2013,109,155.1520417,15605632.68,18866105,1382.75,2.41,14995.23047
11/06/2013,106.35,136.5337967,15605632.68,15612185,1374.25,2.49,15122.01953
10/06/2013,100.44,139.6368375,15605632.68,16832721,1383.25,2.38,15238.58984
07/06/2013,118.97,124.8973935,15605632.68,26030025,1386,2.78,15248.12012
06/06/2013,121.9,138.0853171,15605632.68,19417968,1400,2.88,15040.62012
05/06/2013,121.4,156.7035621,15605632.68,20651670,1404,2.87,14960.58984
04/06/2013,120.74,126.8713683,12153411.71,26471992,1399.5,2.7,15177.54004
03/06/2013,122.5,126.267219,12153411.71,21628574,1402.5,2.73,15254.03027
31/05/2013,128.8,112.3717834,12153411.71,21623328,1394.5,2.97,15115.57031
30/05/2013,132.25,102.101244,12153411.71,19997470,1413.5,3.08,15324.53027
29/05/2013,129,101.4970947,12153411.71,19647318,1382.5,3.09,15302.79981
28/05/2013,129.77,97.87219843,12153411.71,21874484,1376.5,3.1,15409.38965
24/05/2013,126.3,90.09169674,11187257.46,18356960,1390.25,3.17,15303.09961
23/05/2013,123.8,89.53557516,11187257.46,17289205,1380.5,3.12,15294.5
22/05/2013,122.89,92.31618308,11187257.46,16951340,1408.5,3.09,15307.16992
21/05/2013,122.02,82.86211614,11187257.46,18248895,1360.75,3.19,15387.58008
20/05/2013,122.5,76.74477871,11187257.46,14724464,1354.75,3.31,15335.28027
17/05/2013,118.21,89.53557516,11187257.46,22302152,1368.75,2.89,15354.40039
16/05/2013,114.22,80.6376298,11187257.46,24772186,1381,2.93,15233.21973
15/05/2013,111.4,81.74987297,11187257.46,33062756,1410,2.82,15275.69043
14/05/2013,117.98,81.74987297,11187257.46,23674574,1433.75,3.28,15215.25
13/05/2013,114.82,100.1018853,11187257.46,30970356,1430.75,3.26,15091.67969
10/05/2013,112.8,83.64950443,10076292.88,23437933,1426.5,3.41,15118.49023
09/05/2013,113.2,83.14860919,10076292.88,18432038,1465.5,3.4,15082.62012
08/05/2013,109.6,81.64592348,10076292.88,37158553,1468,3.28,15105.12012
07/05/2013,112.25,88.15756155,10076292.88,48700263,1444.25,3.37,15056.2002
06/05/2013,115.98,81.64592348,10076292.88,32747255,1469.25,3.59,14968.88965
03/05/2013,106.25,73.63159971,10076292.88,34738967,1469.25,3.39,14973.95996
02/05/2013,116.38,72.128914,10076292.88,33019004,1469.25,3.78,14831.58008
01/05/2013,139,70.62622829,10076292.88,32988744,1454.75,4.29,14700.9502
30/04/2013,144,74.63339018,10076292.88,32294820,1469,4.4,14839.79981
29/04/2013,134.44,80.74675611,8974296.015,41199388,1467.5,4.37,14818.75
